county,year,site_id,site_type,no_of_bees,sample_date
Huron,2016,50,Agricultural,5,06/22/2016
Huron,2016,50,Agricultural,4,06/22/2016
Huron,2016,50,Agricultural,14,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,3,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Huron,2016,50,Agricultural,0,06/22/2016
Chatham-Kent,2016,51,Agricultural,5,07/13/2016
Chatham-Kent,2016,51,Agricultural,4,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,1,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,2,07/13/2016
Chatham-Kent,2016,51,Agricultural,5,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Chatham-Kent,2016,51,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,1,07/13/2016
Lambton,2016,52,Agricultural,2,07/13/2016
Lambton,2016,52,Agricultural,6,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,52,Agricultural,0,07/13/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,7,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,1,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,53,Agricultural,0,08/17/2016
Lambton,2016,54,Semi-natural remnant,3,07/11/2016
Lambton,2016,54,Semi-natural remnant,6,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,07/11/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,5,08/19/2016
Lambton,2016,54,Semi-natural remnant,4,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,2,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Lambton,2016,54,Semi-natural remnant,0,08/19/2016
Elgin,2016,55,Agricultural,14,06/23/2016
Elgin,2016,55,Agricultural,3,06/23/2016
Elgin,2016,55,Agricultural,1,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,06/23/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,1,08/08/2016
Elgin,2016,55,Agricultural,56,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,1,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Elgin,2016,55,Agricultural,0,08/08/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,2,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,10,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,14,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Chatham-Kent,2016,56,Agricultural,0,08/09/2016
Perth,2016,57,Agricultural,24,07/04/2016
Perth,2016,57,Agricultural,15,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,57,Agricultural,0,07/04/2016
Perth,2016,58,Agricultural,7,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,5,07/26/2016
Perth,2016,58,Agricultural,1,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,1,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Perth,2016,58,Agricultural,0,07/26/2016
Middlesex,2017,1,Agricultural,2,07/04/2017
Middlesex,2017,1,Agricultural,2,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,0,07/04/2017
Middlesex,2017,1,Agricultural,9,08/03/2017
Middlesex,2017,1,Agricultural,1,08/03/2017
Middlesex,2017,1,Agricultural,5,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,1,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Middlesex,2017,1,Agricultural,0,08/03/2017
Elgin,2017,4,Agricultural,8,06/09/2017
Elgin,2017,4,Agricultural,2,06/09/2017
Elgin,2017,4,Agricultural,1,06/09/2017
Elgin,2017,4,Agricultural,1,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,1,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,0,06/09/2017
Elgin,2017,4,Agricultural,5,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,1,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,2,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Elgin,2017,4,Agricultural,0,07/20/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,06/21/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Middlesex,2017,5,Natural,0,07/05/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,0,06/07/2017
Oxford,2017,7,Natural,13,06/26/2017
Oxford,2017,7,Natural,1,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,6,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,0,06/26/2017
Oxford,2017,7,Natural,26,07/18/2017
Oxford,2017,7,Natural,6,07/18/2017
Oxford,2017,7,Natural,98,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,1,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Oxford,2017,7,Natural,0,07/18/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,1,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,0,06/07/2017
Middlesex,2017,9,Natural,1,06/07/2017
Middlesex,2017,9,Natural,7,07/19/2017
Middlesex,2017,9,Natural,1,07/19/2017
Middlesex,2017,9,Natural,4,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,1,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Middlesex,2017,9,Natural,0,07/19/2017
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Perth,2017,10,Natural,0,06/16/2016
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,1,07/04/2017
Windsor,2017,10,Natural,1,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,3,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,1,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Windsor,2017,10,Natural,0,07/04/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,4,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,1,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Perth,2017,10,Natural,0,08/01/2017
Elgin,2017,11,Agricultural,3,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,1,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,0,06/08/2017
Elgin,2017,11,Agricultural,8,07/19/2017
Elgin,2017,11,Agricultural,3,07/19/2017
Elgin,2017,11,Agricultural,1,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,3,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Elgin,2017,11,Agricultural,0,07/19/2017
Middlesex,2017,12,Natural,5,06/21/2017
Middlesex,2017,12,Natural,1,06/21/2017
Middlesex,2017,12,Natural,3,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,0,06/21/2017
Middlesex,2017,12,Natural,3,07/20/2017
Middlesex,2017,12,Natural,30,07/20/2017
Middlesex,2017,12,Natural,33,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,5,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Middlesex,2017,12,Natural,0,07/20/2017
Niagara,2017,13,Natural,1,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,0,06/28/2017
Niagara,2017,13,Natural,1,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,3,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,3,08/10/2017
Niagara,2017,13,Natural,1,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Niagara,2017,13,Natural,0,08/10/2017
Middlesex,2017,14,Agricultural,18,07/05/2017
Middlesex,2017,14,Agricultural,18,07/05/2017
Middlesex,2017,14,Agricultural,5,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,0,07/05/2017
Middlesex,2017,14,Agricultural,15,07/25/2017
Middlesex,2017,14,Agricultural,3,07/25/2017
Middlesex,2017,14,Agricultural,25,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,2,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,1,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Middlesex,2017,14,Agricultural,0,07/25/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,07/06/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Perth,2017,15,Agricultural,0,08/14/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,14,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,1,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,06/19/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,3,08/16/2017
Essex,2017,16,Natural,5,08/16/2017
Essex,2017,16,Natural,14,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Essex,2017,16,Natural,0,08/16/2017
Oxford,2017,17,Agricultural,1,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,0,06/07/2017
Oxford,2017,17,Agricultural,22,07/18/2017
Oxford,2017,17,Agricultural,11,07/18/2017
Oxford,2017,17,Agricultural,79,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,2,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Oxford,2017,17,Agricultural,0,07/18/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,1,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,0,06/08/2017
Elgin,2017,18,Natural,5,07/19/2017
Elgin,2017,18,Natural,1,07/19/2017
Elgin,2017,18,Natural,0,07/19/2017
Elgin,2017,18,Natural,0,07/19/2017
Elgin,2017,18,Natural,0,07/19/2017
Elgin,2017,18,Natural,0,07/19/2017
Elgin,2017,18,Natural,0,07/19/2017
Elgin,2017,18,Natural,0,07/19/2017
Elgin,2017,18,Natural,0,07/19/2017
