0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
County,MOECC Site Number,Lat,Long,Site Type,Sample date,Year,bimaculatus Queens,bimaculatus workers,bimaculatus males,bimaculatus total,griseocollis Queen,griseocollis worker,griseocollis male,griseocollis total,impatiens Queens,impatiens workers,impatiens males,impatiens total, fervidus Queens,fervidus workers,fervidus males,fervidus total,borealis Queens,borealis workers,borealis males,borealis total,rufocinctus Queens,rufocinctus workers,rufocinctus males,rufocinctus total,pensylvanicus Queens,pensylvanicus workers,pensylvanicus males,pensylvanicus total,vagans Queens,vagans workers,vagans males,vagans total,ternarius Queens,ternarius workers,ternarius males,ternarius total,perplexus Queens,perplexus workers,perplexus males,perplexus total,citrinus Queens,citrinus males,citrinus total,auricomus Queens,auricomus workers,auricomus males,auricomus total,terricola Queens,terricola workers,terricola males,terricola total,flavidus Queens,flavidus males,flavidus total,Flowers in bloom,Flowers Bees Collected on,,
Waterloo,44,43.30981,-80.4836,Semi-natural remnant,06/10/2016,2016,0,1,0,1,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hamilton,46,43.267291,-80.013215,Agricultural,07/06/2016,2016,0,13,1,14,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hamilton,46,43.267291,-80.013215,Agricultural,08/11/2016,2016,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Halton,47,43.289927,-79.876125,Semi-natural remnant,07/05/2016,2016,2,11,0,13,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Halton,47,43.289927,-79.876125,Semi-natural remnant,08/11/2016,2016,0,1,0,1,0,0,2,2,0,19,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bruce,48,44.18996,-81.60375,Semi-natural remnant,06/21/2016,2016,1,5,0,6,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Bruce,48,44.18996,-81.60375,Semi-natural remnant,08/02/2016,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Elgin,49,42.85893,-80.99609,Agricultural,07/04/2016,2016,0,10,0,10,0,10,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Huron,50,43.74675,-81.63142,Agricultural,06/22/2016,2016,0,5,0,5,3,1,0,4,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chatham-Kent,51,42.38841,-81.8371,Agricultural,07/13/2016,2016,0,5,0,5,0,4,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lambton,52,42.76014,-82.15278,Agricultural,07/13/2016,2016,0,0,0,0,0,1,0,1,0,2,0,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"birdsfoot trefoil, clover, sweet pea, Queen Anne's lace",birdsfoot trefoil,,
Lambton,53,42.78416,-82.13948,Agricultural,08/17/2016,2016,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lambton,54,43.25146,-81.82591,Semi-natural remnant,07/11/2016,2016,0,0,3,3,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lambton,54,43.25146,-81.82591,Semi-natural remnant,08/19/2016,2016,0,0,0,0,0,1,4,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,
Elgin,55,42.67557,-81.1697,Agricultural,06/23/2016,2016,0,14,0,14,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Elgin,55,42.67557,-81.1697,Agricultural,08/08/2016,2016,0,0,0,0,0,1,0,1,0,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chatham-Kent,56,42.42769,-81.82982,Agricultural,08/09/2016,2016,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,,,,
Perth,57,43.29851,-81.16899,Agricultural,07/04/2016,2016,0,24,0,24,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Perth,58,43.2393,-81.16888,Agricultural,07/26/2016,2016,0,7,0,7,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middlesex,1,43.107263,-81.285448,Agri,07/04/2017,2017,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ris caught on bird tree foot,,
Middlesex,1,43.107263,-81.285448,Agri,08/03/2017,2017,2,7,0,9,1,0,0,1,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,caught on clover and teasel,,
Elgin,4,42.87079,-81.11372,Agri,06/09/2017,2017,0,8,0,8,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Elgin,4,42.87079,-81.11372,Agri,07/20/2017,2017,0,5,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,gris caught on cow vetch everything else caught on crown vetch,,
Middlesex,5,42.64343,-81.7068,Natural,06/21/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on crown vetch,,
Middlesex,5,42.64343,-81.7068,Natural,07/05/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on crown vetch,,
Oxford,7,43.13449,-80.77839,Natural,06/07/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Caught on dames rocket,,
Oxford,7,43.13449,-80.77839,Natural,06/26/2017,2017,0,13,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on crown vetch,,
Oxford,7,43.13449,-80.77839,Natural,07/18/2017,2017,3,21,2,26,0,5,1,6,1,97,0,98,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Teasel starting to appear, all caught on clover",,
Middlesex,9,42.823584,-81.149007,Natural,06/07/2017,2017,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,Caught on tree stump,,
Middlesex,9,42.823584,-81.149007,Natural,07/19/2017,2017,0,6,1,7,0,1,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on crown vetch,,
Perth,10,43.254845,-81.027842,Natural,06/16/2016,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Windsor,10,43.254845,-81.027842,Natural,07/04/2017,2017,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on crown vetch,,
Perth,10,43.254845,-81.027842,Natural,08/01/2017,2017,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Caught on crown vetch and st john's wart,,
Elgin,11,42.63712,-81.484641,Agri,06/08/2017,2017,0,3,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, Caught on clover,,
Elgin,11,42.63712,-81.484641,Agri,07/19/2017,2017,2,3,3,8,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on bee balm,,
Middlesex,12,43.046466,-81.182098,Natural,06/21/2017,2017,0,5,0,5,0,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mostly caught on crown vetch some caught on clover,,
Middlesex,12,43.046466,-81.182098,Natural,07/20/2017,2017,1,2,0,3,4,26,0,30,0,33,0,33,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Everything caught on clover,,
Niagara,13,43.216872,-79.629414,Natural,06/28/2017,2017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Niagara,13,43.216872,-79.629414,Natural,08/10/2017,2017,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middlesex,14,42.70056,-81.66357,Agri,07/05/2017,2017,0,18,0,18,0,18,0,18,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middlesex,14,42.70056,-81.66357,Agri,07/25/2017,2017,0,15,0,15,0,3,0,3,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Caught on sweet pea and bird tree foot,,
Perth,15,43.42461,-81.41257,Agri,07/06/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on st john's wart,,
Perth,15,43.42461,-81.41257,Agri,08/14/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Several flowers present: sow thistle, knapweed, woodland sunflower, golden rod, purple loosestrife and joe pye weed",,
Essex,16,42.04156,-82.51369,Natural,06/19/2017,2017,0,0,0,0,14,0,0,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Essex,16,42.04156,-82.51369,Natural,08/16/2017,2017,0,0,0,0,2,1,0,3,0,5,0,5,0,13,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Caught on jewelweed,,
Oxford,17,43.18536,-80.7074,Agri,06/07/2017,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Oxford,17,43.18536,-80.7074,Agri,07/18/2017,2017,1,17,4,22,2,9,0,11,2,77,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on bee balm,,
Elgin,18,42.604745,-81.440565,Natural,06/08/2017,2017,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Caught on clover,,
Elgin,18,42.604745,-81.440565,Natural,07/19/2017,2017,0,1,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Caught mainly on crown vetch also on cow vetch and bee balm,,
Middlesex,19,42.956126,-81.435137,Natural,06/21/2017,2017,0,28,0,28,1,4,0,5,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on crown vetch,,
Middlesex,19,42.956126,-81.435137,Natural,07/25/2017,2017,0,4,0,4,1,1,0,2,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caught on bee balm, sage, veronica, agastache and salvia",,
Middlesex,20,42.9127,-80.95134,Natural,06/09/2017,2017,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, All caught on clover ,,
Middlesex,20,42.9127,-80.95134,Natural,07/18/2017,2017,0,5,1,6,1,1,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caught on clover, crown vetch and teasel",,
Essex,21,42.0508,-82.57956,Agri,06/19/2017,2017,0,2,0,2,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mainly caught on crown vetch, some on thistle",,
Essex,21,42.0508,-82.57956,Agri,08/16/2017,2017,0,0,0,0,0,0,0,0,1,4,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caught on sowthistle, queen anne's lace and crown vetch",,
Middlesex,22,43.198093,-81.428154,Natural,06/14/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"caught on cow vetch, clover and bird tree foot",,
Middlesex,22,43.198093,-81.428154,Natural,07/06/2017,2017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middlesex,22,43.198093,-81.428154,Natural,08/15/2017,2017,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,"Cautht on queen anne's lace, sowthistle, crown vetch and clover",,
Middlesex,23,43.81361,-81.66938,Agri,07/21/2017,2017,0,6,0,6,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mint leaf bee balm covering meadow area next to trail. Caught on teasel, mint leaf bee balm and crown vetch, mainly on bee balm",,
Huron,24,43.75533,-81.69929,Natural,06/27/2017,2017,1,15,0,16,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on cow vetch,,
Huron,24,43.75533,-81.69929,Natural,07/21/2017,2017,8,101,4,113,0,2,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Slender bushclover was in bloom, majority caught on slender bush clover, remaining cuaght on bee balm and crown vetch",,
Bruce,25,44.06905,-81.62615,Agri,06/28/2017,2017,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,All caught on cow vetch,,
Bruce,25,44.06905,-81.62615,Agri,08/14/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Several flowers present: knapweed, cow vetch, chickory, sow thistle, queen anne's lace, clover. ",,
Wellington,26,43.925022,-80.62119,Agri,07/18/2017,2017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Found on cow vetch,,
Wellington,26,43.925022,-80.62119,Agri,08/09/2017,2017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caught mostly on teasel, bee balm, and thistle",,
Hamilton,27,43.3279,-80.0024,Natural,05/30/2017,2017,1,2,0,3,3,0,0,3,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,, Caught on cow vetch,,
Hamilton,27,43.32791,-80.002437,Agri,07/06/2017,2017,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caught on teasel, cow vetch, crown vetch and st john's wart",,
Hamilton,27,43.32791,-80.002437,Agri,07/26/2017,2017,0,1,0,1,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caught on hostas, black eyed susan, and echinacea",,
Lambton,28,42.77377,-82.21732,Agri,07/25/2017,2017,0,1,0,1,1,1,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caught on crown vetch, teasel, knapweed",,
Essex,29,42.257103,-83.048928,Natural,06/12/2017,2017,0,2,0,2,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Essex,29,42.257103,-83.048928,Natural,07/24/2017,2017,0,1,0,1,2,0,27,29,0,18,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Citrinus caught on crown vetch, remaining caught on teasel, thistle and crown vetch",,
Essex,30,42.26195,-83.07854,Natural,06/12/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, Caught on clover and bird tree foot,,
Essex,30,42.26195,-83.07854,Natural,07/24/2017,2017,0,0,4,4,2,0,0,2,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,"Males caught on woodland sunflower and black eyed susan, females caught  on boneset, chickory, crown vetch, bee balm",,
Middlesex,32,43.16803,-81.68593,Agri,06/14/2017,2017,0,11,0,11,1,7,0,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,all bees found on columbine. All caught on columbine,,
Middlesex,32,43.16803,-81.68593,Agri,08/18/2017,2017,1,0,0,1,0,0,0,0,1,2,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Caught on knapweed and woodland sunflower,,
Niagara,33,43.096216,-79.397944,Natural,07/06/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Niagara,33,43.096216,-79.397944,Natural,08/10/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Several flowers present: knapweed, sow thistle, queen anne's lace",,
Chatham-Kent,37,Multiple near Ridgetown,,Agri,06/21/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chatham-Kent,37,42.40626,-81.85917,Agri,07/05/2017,2017,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Caught on milkweed and crown vetch,,
Chatham-Kent,39,42.31404,-81.85121,Natural,06/21/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chatham-Kent,39,42.31404,-81.85121,Natural,07/05/2017,2017,0,0,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Chatham-Kent,39,42.31404,-81.85121,Natural,08/15/2017,2017,0,1,0,1,0,0,0,0,3,29,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Several flowers present: goldenrod, sow thistle, clover, queen anne's lace, burr thistle",,
Hamilton,40,43.286924,-79.906067,Natural,07/26/2017,2017,0,2,0,2,0,4,0,4,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Caughton Lavender, lots of honey bees",,
Wellington,41,43.782119,-80.282315,Natural,07/18/2017,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,All caught on bee balm,,
Wellington,41,43.782119,-80.282315,Natural,08/16/2017,2017,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
